,gmap_id,Nombre,Estado,Promedio,Valoraciones,Categoria1,Categoria2,Categoria3,Categoria4,Categoria5,Takeout,Delivery,Asientos Discapacitados,Estacionamiento Discapacitados,Almuerzo,Cena,Comer Solo,Grupos,Turistas,Debito,NFC,Credito,Servicio Rapido
1235,0x8640bdc58fe49397:0x1e6d31f6095540a3,108 Asian Cafe,Texas,2.8,13.0,142.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,0x8644cc7851f68615:0x202b8c9ca5ccdb49,How Do You Roll? Arbor Walk,Texas,4.2,28.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,0x864c328f9e8f2507:0x648764b6676f1c55,Cafe 407,Texas,2.9,18.0,159.0,91.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,0x8640c361be9549b9:0x42b810836298de74,The Monk's,Texas,4.2,256.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1267,0x8703c73b73d0c017:0xabdaecf4d155dc0b,Saigon Asian Restaurant,Texas,4.4,98.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1271,0x864e9921f04dc943:0xa5565b9d77930a92,Kuai Asian Kitchen,Texas,4.2,64.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1274,0x864e966929817a71:0x613199eef28950b7,J J's Chicken & Rice&Chinese wok,Texas,3.6,168.0,13.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1279,0x8644cba2407249e5:0x16b1212086f922c2,Tso Chinese Delivery,Texas,4.4,95.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1289,0x864c23cc93b65f23:0x4681de32f77c6eeb,SizzleIt,Texas,4.7,58.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1309,0x864e9e43f7bc0bbb:0xa75995f40f2e374,Be Raw,Texas,4.3,226.0,163.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1316,0x8640c16bd23c52b1:0xb865a5077729eb94,Harvest Express,Texas,4.0,28.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,0x8640c7847b3cf343:0xa799d17bec2a96cb,Clean Juice,Texas,4.8,98.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1361,0x864e9932049e72d1:0x5db77c151d8495ad,Dream Cafe,Texas,4.1,772.0,20.0,68.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1365,0x865c5ff182a70c19:0x98b2bbe92d1b04a9,Landrace,Texas,3.6,25.0,161.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1380,0x8640bf03272feab5:0x744abb919c954115,Dish Society at Finn Hall,Texas,4.5,58.0,161.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1387,0x86456b0669b6e911:0x3426171596c7fd01,Five Guys,Texas,4.3,198.0,159.0,20.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1395,0x8644d1c1b7124c21:0xbed1b2c9f2c3109c,Lucky's Bar & Grill,Texas,4.5,17.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1424,0x864732fd7c002251:0x6ada6a5ceb6499c7,Freddy's Frozen Custard & Steakburgers,Texas,4.2,938.0,32.0,48.0,35.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1442,0x864dd4ed84603d0f:0x72fcef7ae3926402,Modern Market Eatery,Texas,4.4,349.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
1447,0x864dd5561f1833dd:0x3435ba4a219878cb,Freddy's Frozen Custard & Steakburgers,Texas,4.3,798.0,32.0,48.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1474,0x86e747078faf248f:0xcde091b6ec8fa397,Baja Fresh,Texas,4.6,48.0,26.0,159.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1492,0x86363182f0d08a33:0x45d0242347f030cd,Benis Mexican Restaurant,Texas,4.5,58.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1501,0x8640bf410343113b:0x96903b1ae150a9b2,The Republic Smokehouse Saloon,Texas,3.3,48.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1523,0x86522ca5aaf835bd:0xaa2d9f1cd5d58d00,Rockin'S Bar & Grill,Texas,4.1,37.0,48.0,35.0,159.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1561,0x864e9970671dca45:0x25885ac396ea1170,Dickey's Barbecue Pit,Texas,4.6,8.0,173.0,15.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1567,0x870685624abb4bf7:0x2919d19e924841a2,Dickey's Barbecue Pit,Texas,4.1,188.0,26.0,159.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1572,0x863f5340b1a54a45:0x4cff04ad82a6eb6b,Dickey's Barbecue Pit,Texas,4.3,35.0,31.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1573,0x8646c77b3cac5d6f:0x169697d3fbe21e67,Dickey's Barbecue Pit,Texas,4.3,8.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1587,0x8640bf3b606cd6af:0x7c07b4696e91100d,Charlie's BBQ & Salads,Texas,4.3,58.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1656,0x865cbd1fffda68f5:0x11f6411fca9db521,Logan's Roadhouse,Texas,3.1,28.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1685,0x864e69175fc232d5:0xfa8048db6c39dd19,Logan's Roadhouse,Texas,3.9,1148.0,4.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1711,0x864c1db41ebf682d:0xf8522302f2495647,Olive Garden Italian Restaurant,Texas,4.3,616.0,85.0,32.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1725,0x8640e6a54c480fe1:0x5e4c3e745e24b73e,Olive Garden Italian Restaurant,Texas,4.1,2163.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1730,0x86363f4a61d635bf:0xdb74857e6b65befd,Olive Garden Italian Restaurant,Texas,4.2,2090.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1735,0x864e9b55e27c1fe5:0x4987ffc2ccb6fb38,Olive Garden Italian Restaurant,Texas,4.3,1805.0,167.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1750,0x864ddbb4f22ea91d:0xb95a88ab56a2d8b3,Olive Garden Italian Restaurant,Texas,4.3,752.0,48.0,35.0,159.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1751,0x863f7e64bca90337:0x998575e71d5e2760,Olive Garden Italian Restaurant,Texas,4.2,1840.0,45.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1754,0x865cf79bc9b1dd69:0x3138123edac5268d,Olive Garden Italian Restaurant,Texas,4.2,2154.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1756,0x8647369067e4e2ad:0x2e8a5a308973de43,Olive Garden Italian Restaurant,Texas,4.2,2406.0,196.0,49.0,81.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1757,0x865b4d29473eae3b:0xd6d76f3f27ed63e8,Olive Garden Italian Restaurant,Texas,4.3,3192.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1764,0x8668f593806a1b95:0xc4ec2347e605797f,Olive Garden Italian Restaurant,Texas,4.2,3258.0,159.0,32.0,85.0,49.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1768,0x86426757ad9fad4d:0x6a05e00c0e41c456,Olive Garden Italian Restaurant,Texas,4.4,1410.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1785,0x8640c662685bb961:0xe087fa870a88ce6a,Olive Garden Italian Restaurant,Texas,4.2,2784.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1786,0x863441f83f10a77d:0x9107f63c06e03ac2,Olive Garden Italian Restaurant,Texas,4.2,1627.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1807,0x865b3d41f7d085a7:0x3ce6e836d75b722,Pasture & Pier Family Dining,Texas,3.8,17.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,0x8640bf4050472749:0xeb0b836c1c4c75f3,District 7 Grill Midtown,Texas,4.4,844.0,48.0,35.0,159.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1849,0x8640b80fded3b61d:0x9feefbb55cb7f179,Mojarra's Seafood,Texas,3.4,35.0,48.0,35.0,159.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859,0x8640bf665e042017:0x8c74ee18db345132,El Tiempo Cantina - Westheimer,Texas,4.5,1516.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1876,0x8640bf01c157ee41:0x411ab7ef38a9da9f,Broke Ass Pizza,Texas,4.0,38.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,0x864e99323165d2b7:0x26f236b72f289d4d,TOLUCA Organic (Uptown Dallas),Texas,4.5,57.0,21.0,159.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1913,0x8644c568c553ab31:0xf14cf1bd0590277c,Pie Five Pizza,Texas,3.9,46.0,116.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929,0x8640bf10d2c194eb:0xb002f6e0ab2759a1,District 7 Pizzeria & Tacos,Texas,4.1,108.0,48.0,35.0,159.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1933,0x864c2d14bab16537:0x57a386d3cada34e4,Mellow Mushroom,Texas,4.1,147.0,67.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1963,0x8644b57620f7a3f9:0x1d617945ee92f5a6,Niki's Pizza,Texas,4.2,38.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,0x86409c8264ba32f3:0x199667294fdf7e4f,Pie Five Pizza,Texas,4.4,58.0,4.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,0x8649cc9e9b332d35:0xf5c607d1ddac70ce,Pie Five Pizza,Texas,4.3,88.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,0x864c25a6c730fbf9:0x20a6d85fe426e8e0,Antico89 pizza&sports,Texas,4.8,26.0,85.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,0x8644d006eda97775:0xd9b4a3ddc08b0a51,Austin's Pizza Round Rock Ikea,Texas,3.7,78.0,34.0,35.0,4.0,31.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2051,0x864e207e6f40cbd9:0x75c39de223c75e1,Tropical Breeze Nutrition Club,Texas,4.9,28.0,17.0,15.0,159.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2052,0x8637c914f8d9b881:0x3282d2847d1d457f,KFC,Texas,3.7,17.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2056,0x865c5e401e2b204f:0x49872dd5971c2567,Church's Chicken,Texas,3.4,38.0,37.0,101.0,159.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2062,0x864e722d495ec3f1:0x3cedda84aa893250,Chili's Grill & Bar,Texas,4.0,38.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2079,0x864c3cc31005a5ab:0xdbe74d46e0057ef3,Modern Market Eatery,Texas,4.3,368.0,48.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2098,0x864e9922080d7f37:0x3a8bd45b79a593d1,Gather Kitchen,Texas,4.1,148.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2112,0x86fe7261be55e5f1:0x53fb727217eb87e9,Cowboy Chicken,Texas,3.8,86.0,61.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2116,0x864dd744c45817b9:0xdf7c1cde7e540c53,Alex's Pizza and Pasta Keller,Texas,4.4,64.0,33.0,38.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2130,0x8644b588910546dd:0xeeea591f80e4c4bf,RAS MODERN INDIAN,Texas,4.8,18.0,149.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2143,0x8644b50839a1caa9:0x4488958f88300c23,Modern Market Eatery,Texas,4.4,405.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2144,0x864098c4d37d7eef:0x7be40a046927f9d1,Hooters,Texas,3.9,988.0,68.0,21.0,61.0,24.0,102.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
2154,0x86e75afd0192b3f7:0x4301857671427d6e,Hooters,Texas,4.1,2023.0,161.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2155,0x864e7bcbfda7b04f:0x4ac5686d8f8926cc,Chicken Express,Texas,3.7,598.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2156,0x864e64bf14488891:0x99fe7c5e2dc0ec73,Hooters,Texas,3.6,1151.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
2158,0x8640c3109dfff757:0x6546305d8add697a,Flying Idlis,Texas,4.4,794.0,48.0,35.0,159.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2161,0x864dd17708a593f9:0xcd3544723fc04092,Tacos & Dawgs,Texas,3.3,8.0,26.0,35.0,31.0,159.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,0x86456b7009fb12af:0xe60c02c0c22cf62a,Denny's,Texas,3.9,368.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2204,0x86fbcfa891b582c3:0xd5d483051f2085c1,Huddle House,Texas,4.1,55.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2245,0x8641b998f7c38ea7:0xdfa8bc2fba96dc88,Applebee's Grill + Bar,Texas,3.3,198.0,34.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2262,0x864e9a7d16d8e6b1:0x93de18c65baee7d7,Applebee's Grill + Bar,Texas,3.9,2232.0,86.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2264,0x864c1ef8c00ce825:0x1427d4121873b30a,Applebee's Grill + Bar,Texas,4.1,1885.0,85.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2267,0x86e74433a2da35d1:0xb2ea5fd940b37c7b,Applebee's Grill + Bar,Texas,3.8,1394.0,85.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2283,0x864e6613283b00d1:0x1cdaa21940d3ad9,Sam's Grill & Bar,Texas,4.8,113.0,62.0,55.0,86.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2287,0x865ab156f63b17d9:0x5dede5e2016d3a52,Applebee's Grill + Bar,Texas,4.1,1759.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2306,0x864dcae36c7f31c7:0xfe74e2328bc72fb6,Applebee's Grill + Bar,Texas,4.3,2638.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2333,0x864e62e03d67793b:0x71c81863cfb8c6c5,Applebee's Grill + Bar,Texas,4.1,2332.0,32.0,48.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2348,0x8665a16e52206af5:0x829cf7823fc10c75,Applebee's Grill + Bar,Texas,4.1,1215.0,85.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2364,0x8640e3ff85cc4c27:0xe90ea49ffc3f9fbc,First Watch,Texas,4.6,155.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2377,0x864e7d8672aff2e1:0xd6b3993b553748ff,Mike's Taqueria,Texas,3.7,98.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
2382,0x864e625a1bc00c9f:0xfcdedd933395d139,Po-Boy's,Texas,3.6,144.0,32.0,48.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2383,0x866f81419a38028b:0xb348137705d141fb,Johnny Rockets Harlingen Stuart Plaza,Texas,4.3,178.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2392,0x8640d1c59104d3cd:0xe018b8db1c18ab64,First Watch,Texas,4.4,566.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2414,0x865c607531825be5:0x3a34630f5b9367be,First Watch,Texas,4.3,618.0,159.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2425,0x864c19bad25e73a1:0xe248ea54cc4b92c7,Lone Star Cafe,Texas,4.8,55.0,4.0,65.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2443,0x864082f1559fd423:0xd2917fa8a4fd39d2,First Watch,Texas,4.3,688.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2449,0x8641276438e19df1:0xe987a2531f672a23,First Watch,Texas,4.4,604.0,159.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2458,0x8640d28adbc43715:0x5705a1e3a3aec7c4,First Watch,Texas,4.3,770.0,144.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2483,0x864c264d6967b3dd:0xe0d905846ed5958d,Michael's Grill,Texas,3.1,56.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2506,0x8640e9edc9ea3c69:0x1a4a8e018742c14d,Arianas burgers &more,Texas,4.4,60.0,86.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2520,0x8646a82d7a124503:0x9277ceb01f149642,Pizza Hut,Texas,3.2,108.0,159.0,64.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2539,0x8634253595e38599:0xffb9612b6de60a81,Ginger’s Taco & More,Texas,4.2,18.0,48.0,35.0,159.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2557,0x864c3a25bcda14b7:0xffe1b2bb799a78d,Pizza Hut,Texas,3.3,157.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2602,0x8641255c0aa825b9:0xc7de7b8e31f97054,Fajita Pete's - Firethorne,Texas,4.0,48.0,163.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2613,0x864081b3e7db04a7:0xa3d0f2add6b9a6be,Taco Bell,Texas,1.7,38.0,61.0,159.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2617,0x863f624f3d192ff7:0x1afaf48bad397697,Taco Bell,Texas,2.5,24.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2633,0x864e71ff0fb5cb3b:0x81e5050ed054e3e9,Ta'Qo Guy Filling Station,Texas,4.7,44.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2654,0x86409b7cd725f073:0x8415f60781945984,Taco Bell,Texas,4.5,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2660,0x864e9f40bbaed7f7:0xe86bcbe9f315a3ea,Tacos Y Mas Greenville Avenue,Texas,3.6,18.0,86.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2694,0x8641b90c9c288431:0xc6e8dec5e807ec60,Taco Bell,Texas,3.0,275.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2710,0x863955c42370a8cd:0x10833f5ba3ccb435,Taco Bell,Texas,3.9,76.0,61.0,159.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2721,0x86e7591d5a7e92d3:0xc5071927de70718e,Taco Bell,Texas,3.7,118.0,159.0,21.0,31.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2753,0x864e0ff40504f555:0xc6ab4bc6dc50bd07,Taco Bell,Texas,3.9,27.0,14.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
